participant,nome,cognome,anno,mese,giorno,cellulare,sesso,esperimento,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.91ff06fe-dd84-4e4b-ade8-494222b83fe9.txt,29323,29323,29323,29323,29323,29323,29323,"",0,2021-01-30-00-21,2021-01-30-00-28,7
s.5a4a24e1-ac12-48d5-a728-245375afb9c4.txt,18400,18400,18400,18400,18400,18400,18400,"",0,2020-12-07-10-59,2020-12-07-11-04,5
s.ca0e5fe0-73c7-451d-96be-929224a0ac9e.txt,30086,30086,30086,30086,30086,30086,30086,"",0,2021-03-16-09-28,2021-03-16-09-50,22
s.4aa41624-72c5-46c6-acf9-7b2ecb6faed6.txt,27701,27701,27701,27701,27701,27701,27701,"",0,2021-03-18-18-44,2021-03-18-18-50,6
s.d9f014d9-1823-43ab-a567-554b58e68681.txt,32061,32061,32061,32061,32061,32061,32061,"",0,2021-03-16-15-03,2021-03-16-15-12,9
s.b0a8b23a-783f-43bb-ac06-c821406f4274.txt,98177,98177,98177,98177,98177,98177,98177,"",0,2020-12-03-19-31,2020-12-03-19-43,12
s.ac85283a-cb3d-42fc-be8a-916c86779792.txt,33423,33423,33423,33423,33423,33423,33423,"",0,2021-03-24-21-31,2021-03-24-21-41,10
s.e5ce1f76-5202-4aa7-abeb-200b3b87e148.txt,30376,30376,30376,30376,30376,30376,30376,"",0,2021-04-28-16-06,2021-04-28-16-12,6
s.8495830b-3a47-49db-81d7-a07f1dd5d9e7.txt,30717,30717,30717,30717,30717,30717,30717,"",0,2021-01-18-17-38,2021-01-18-17-47,9
s.face81c9-224a-4bb6-9985-6b7d5c05eb8c.txt,48837,48837,48837,48837,48837,48837,48837,"",0,2021-03-27-17-24,2021-03-27-17-32,8
s.a4900a41-9c8b-47a3-b8b1-364070ab36d5.txt,28016,28016,28016,28016,28016,28016,28016,"",0,2021-03-24-18-16,2021-03-24-18-21,5
s.f2d95e9d-6e9c-4348-8b3e-f6f2cba59025.txt,30597,30597,30597,30597,30597,30597,30597,"",0,2021-11-12-15-28,2021-11-12-15-34,6
s.6e9e2ee9-cb1d-4ce7-87d9-fa68f30adfde.txt,58002,58002,58002,58002,58002,58002,58002,"",0,2021-03-15-18-22,2021-03-15-18-30,8
s.b4510f5c-b5c5-4119-af02-9e7b7158985e.txt,33545,33545,33545,33545,33545,33545,33545,"",0,2021-01-27-08-55,2021-01-27-09-00,5
s.c09d72cc-b07f-4edf-8cb4-d8110e83019e.txt,32921,32921,32921,32921,32921,32921,32921,"",0,2021-03-23-17-17,2021-03-23-17-24,7
s.89836292-456c-4c91-8250-dfb9ef3da871.txt,43996,43996,43996,43996,43996,43996,43996,"",0,2021-03-16-21-47,2021-03-16-21-54,7
s.b5c7f098-b9c7-42cc-86cc-384bf0997355.txt,40699,40699,40699,40699,40699,40699,40699,"",0,2021-03-15-16-07,2021-03-15-16-13,6
s.5e2d617f-dc48-44c9-bf6d-a460a3ade0b8.txt,18680,18680,18680,18680,18680,18680,18680,"",0,2021-01-28-15-14,2021-01-28-15-20,6
s.fc1a6cf8-c21c-4f12-bf82-5e3dc1ebbf99.txt,35519,35519,35519,35519,35519,35519,35519,"",0,2021-03-21-14-52,2021-03-21-15-01,9
s.4223c08a-0411-4e44-b004-652e664ee538.txt,63790,63790,63790,63790,63790,63790,63790,"",0,2021-03-15-16-55,2021-03-15-17-02,7
s.1bced796-71f5-4e21-8323-799fa77ebefe.txt,32002,32002,32002,32002,32002,32002,32002,"",0,2020-12-04-19-36,2020-12-04-19-45,9
s.3c4ac391-4d83-4152-b9a5-6a1d2ac2d086.txt,36884,36884,36884,36884,36884,36884,36884,"",0,2021-03-16-16-37,2021-03-16-16-44,7
s.6d95b1f6-437b-4958-99e5-8c1b41668504.txt,15883,15883,15883,15883,15883,15883,15883,"",0,2020-12-02-22-28,2020-12-02-22-33,5
s.36aaa1b7-6a99-401d-9db7-913b994fc43b.txt,10723,10723,10723,10723,10723,10723,10723,"",0,2020-11-25-16-40,2020-11-25-16-44,4
s.e4e3ea1e-4450-44b9-b8f9-277a7263ef24.txt,15616,15616,15616,15616,15616,15616,15616,"",0,2020-12-03-15-16,2020-12-03-15-21,5
s.b7f86ba4-73f1-4ed5-bfb7-140e46b1d5d5.txt,95118,95118,95118,95118,95118,95118,95118,"",0,2021-03-24-21-32,2021-03-24-21-43,11
s.5f44d0d4-511e-4046-9d83-da52685ebc10.txt,31017,31017,31017,31017,31017,31017,31017,"",0,2021-05-10-14-57,2021-05-10-15-02,5
s.330ae664-96e5-4367-bb4a-aa9a2a11d62d.txt,56104,56104,56104,56104,56104,56104,56104,"",0,2020-12-03-17-31,2020-12-03-17-39,8
s.d7c97c9f-8c99-497a-b163-caeca83633ea.txt,55398,55398,55398,55398,55398,55398,55398,"",0,2021-03-16-16-20,2021-03-16-16-29,9
s.f97a0d62-ac1c-40cd-8774-8427a5ff9c2b.txt,30136,30136,30136,30136,30136,30136,30136,"",0,2021-03-15-22-35,2021-03-15-22-42,7
s.d3de6e27-f908-470f-8904-08bc36f2a72e.txt,19761,19761,19761,19761,19761,19761,19761,"",0,2021-03-15-14-07,2021-03-15-14-13,6
s.3d3382d9-7c5b-47b3-87fb-d12a4a755840.txt,24962,24962,24962,24962,24962,24962,24962,"",0,2021-03-15-18-07,2021-03-15-18-18,11
s.4b7ef338-cc2b-4f35-ae65-8c20996d86ab.txt,37318,37318,37318,37318,37318,37318,37318,"",0,2021-03-17-14-53,2021-03-17-14-59,6
s.7ebd3547-44fb-4947-83b1-286d6b25c78d.txt,28344,28344,28344,28344,28344,28344,28344,"",0,2021-03-25-12-13,2021-03-25-12-21,8
s.34bf87e0-0202-4b58-8ecd-f2d77a087b0a.txt,32864,32864,32864,32864,32864,32864,32864,"",0,2021-03-26-10-39,2021-03-26-10-47,8
s.fdca448d-b9a8-4f00-b5a9-4126886361de.txt,33355,33355,33355,33355,33355,33355,33355,"",0,2021-03-29-16-57,2021-03-29-17-04,7
s.996dfb92-8677-4a3e-8f7a-f898bf38703b.txt,35415,35415,35415,35415,35415,35415,35415,"",0,2021-04-28-10-02,2021-04-28-10-09,7
s.1ea68a5d-2039-4467-8912-5204967001df.txt,31509,31509,31509,31509,31509,31509,31509,"",0,2021-03-15-16-36,2021-03-15-16-43,7
s.c2f0fbfb-ac87-4437-b9f8-0d739ad05b05.txt,32598,32598,32598,32598,32598,32598,32598,"",0,2021-04-24-15-29,2021-04-24-15-35,6
s.0b40894f-5217-427c-baa3-d1ef7a60c393.txt,50187,50187,50187,50187,50187,50187,50187,"",0,2021-03-22-05-01,2021-03-22-05-09,8
s.00517945-bf6d-454c-b1ca-cf9ca94c173a.txt,25408,25408,25408,25408,25408,25408,25408,"",0,2020-12-02-10-49,2020-12-02-10-54,5
s.73ed63e0-8842-4979-98fc-1530b03141f5.txt,48550,48550,48550,48550,48550,48550,48550,"",0,2021-03-15-21-26,2021-03-15-21-32,6
s.1ea1407d-6517-41bd-b783-beed46b9a51e.txt,78795,78795,78795,78795,78795,78795,78795,"",0,2021-04-04-12-25,2021-04-04-12-35,10
s.872a77e1-e11a-42e4-92d9-564b4144ebd6.txt,29669,29669,29669,29669,29669,29669,29669,"",0,2020-12-02-17-46,2020-12-02-17-55,9
s.24a2cb61-37f8-4507-98a7-bc18e3f1a833.txt,15131,15131,15131,15131,15131,15131,15131,"",0,2021-04-22-11-41,2021-04-22-11-57,16
s.800e4f49-0801-41a1-beb2-60dfa431f6a5.txt,13900,13900,13900,13900,13900,13900,13900,"",0,2020-12-03-13-56,2020-12-03-14-02,6
s.facc7c80-7def-44cf-a5a8-cf42f0855948.txt,24355,24355,24355,24355,24355,24355,24355,"",0,2020-12-04-14-57,2020-12-04-15-03,6
s.8a414169-19b3-4f17-bde2-f34ffae39683.txt,46909,46909,46909,46909,46909,46909,46909,"",0,2021-03-26-21-16,2021-03-26-21-23,7
s.f4055ff8-e919-4c05-a258-77315b319201.txt,31592,31592,31592,31592,31592,31592,31592,"",0,2021-03-15-16-58,2021-03-15-17-04,6
s.c4f29255-bafc-48e5-a5fd-822111d85d15.txt,28149,28149,28149,28149,28149,28149,28149,"",0,2020-12-01-20-54,2020-12-01-21-03,9
s.97c95094-0691-4b4a-85d1-c939fc4b3a93.txt,34378,34378,34378,34378,34378,34378,34378,"",0,2021-03-15-14-33,2021-03-15-14-40,7
s.016950b3-6a02-4ce0-8214-7c3d766eb8c3.txt,34090,34090,34090,34090,34090,34090,34090,"",0,2021-03-16-13-01,2021-03-16-13-09,8
s.ce449922-75a6-40fe-ab43-427849d663eb.txt,84182,84182,84182,84182,84182,84182,84182,"",0,2020-12-02-20-23,2020-12-02-20-30,7
s.ad657127-27c9-4786-b95e-cc03bd47058b.txt,49563,49563,49563,49563,49563,49563,49563,"",0,2021-01-13-21-21,2021-01-13-21-29,8
s.db40762d-6950-4a7d-a242-bdfb3ca51d6c.txt,25530,25530,25530,25530,25530,25530,25530,"",0,2021-03-15-18-29,2021-03-15-18-33,4
s.40b6a10a-527e-4927-84cd-58e545d07382.txt,30971,30971,30971,30971,30971,30971,30971,"",0,2021-03-27-16-18,2021-03-27-16-24,6
s.787a8c3d-aefa-4abe-b0f3-5ea6300af337.txt,18343,18343,18343,18343,18343,18343,18343,"",0,2021-02-13-17-46,2021-02-13-17-51,5
s.23847ec7-540f-4691-8703-db7cc35d556e.txt,33110,33110,33110,33110,33110,33110,33110,"",0,2021-03-15-19-27,2021-03-15-19-33,6
s.458b48c8-a91e-42fc-89bf-21ee484b13bd.txt,30763,30763,30763,30763,30763,30763,30763,"",0,2022-03-12-11-03,2022-03-12-11-10,7
s.ff5458ad-77f3-454c-a505-37490c4843c0.txt,31221,31221,31221,31221,31221,31221,31221,"",0,2021-03-24-18-08,2021-03-24-18-14,6
s.5ec28306-2654-4683-bf8b-a874feb6c4c4.txt,46246,46246,46246,46246,46246,46246,46246,"",0,2021-03-17-12-07,2021-03-17-12-15,8
s.8a0df9fd-204d-4f6a-aed4-fefc92247b4e.txt,24626,24626,24626,24626,24626,24626,24626,"",0,2020-12-03-16-11,2020-12-03-16-17,6
s.315a6f36-50e9-4af0-87c8-800e54742237.txt,20941,20941,20941,20941,20941,20941,20941,"",0,2021-05-24-14-05,2021-05-24-14-10,5
s.02b6d446-333e-48b7-b681-d3276a6de773.txt,31048,31048,31048,31048,31048,31048,31048,"",0,2021-03-15-18-57,2021-03-15-19-03,6
s.abee5814-39e8-47cd-be86-e02ed470c50a.txt,28602,28602,28602,28602,28602,28602,28602,"",0,2021-03-29-15-57,2021-03-29-16-03,6
s.d954a483-5885-4cdf-ab1e-c87cc07bb75c.txt,36124,36124,36124,36124,36124,36124,36124,"",0,2021-03-18-11-50,2021-03-18-11-59,9
s.aefc7a0e-b798-48a9-88f4-d9b3d4768cd0.txt,34574,34574,34574,34574,34574,34574,34574,"",0,2021-05-12-15-22,2021-05-12-15-28,6
s.ec059626-f84a-4606-b4c7-6089d760a7e8.txt,40847,40847,40847,40847,40847,40847,40847,"",0,2021-03-16-21-26,2021-03-16-21-33,7
s.b1dd380d-f491-41cb-8456-1031c0426f8e.txt,34014,34014,34014,34014,34014,34014,34014,"",0,2021-03-16-18-52,2021-03-16-19-57,65
s.2b5b8514-6dd0-4d6b-8fca-baf79238b063.txt,44506,44506,44506,44506,44506,44506,44506,"",0,2021-03-17-11-20,2021-03-17-11-28,8
s.6125d97a-a706-4775-be0d-cca2b0f31ae5.txt,38434,38434,38434,38434,38434,38434,38434,"",0,2021-03-16-11-01,2021-03-16-11-09,8
s.db226874-c500-4ef0-86c8-ed1c88bb47fa.txt,36934,36934,36934,36934,36934,36934,36934,"",0,2021-03-15-18-21,2021-03-15-18-28,7
s.7f88882b-a68b-44e7-ad99-5b836c059348.txt,29139,29139,29139,29139,29139,29139,29139,"",0,2021-04-01-15-39,2021-04-01-15-46,7
s.72b23046-8b31-4585-b313-8c8d3241eabb.txt,34424,34424,34424,34424,34424,34424,34424,"",0,2021-03-15-11-07,2021-03-15-11-13,6
s.b39b6eb2-65d8-4a9e-8fbf-b49104f00d42.txt,46879,46879,46879,46879,46879,46879,46879,"",0,2021-03-16-21-55,2021-03-16-22-07,12
s.e8a72cbd-8ea4-4cf6-8e26-e6119907ea6b.txt,23442,23442,23442,23442,23442,23442,23442,"",0,2021-03-25-16-31,2021-03-25-16-37,6
s.d451f635-0486-4292-a3ac-01b618eeced8.txt,44893,44893,44893,44893,44893,44893,44893,"",0,2021-03-23-21-13,2021-03-23-21-21,8
s.413f4da1-3171-428a-8be1-b63b285e3b32.txt,52398,52398,52398,52398,52398,52398,52398,"",0,2021-03-16-21-08,2021-03-16-21-15,7
s.d4bd7a2e-2d85-4684-b571-cd757c3ded13.txt,24465,24465,24465,24465,24465,24465,24465,"",0,2021-01-07-17-17,2021-01-07-17-25,8
s.7594e8c6-892f-480f-9192-c186076f57c6.txt,16079,16079,16079,16079,16079,16079,16079,"",0,2020-12-03-11-42,2020-12-03-11-51,9
s.76ff626f-b2ae-4622-98ea-459ceef7b920.txt,22339,22339,22339,22339,22339,22339,22339,"",0,2021-03-24-17-32,2021-03-24-17-40,8
s.962e47f2-91a5-41dc-82f6-991a7dc8a913.txt,13869,13869,13869,13869,13869,13869,13869,"",0,2021-01-15-14-46,2021-01-15-14-50,4
s.19b2ed56-63e4-473d-81e4-87a6765c790c.txt,41341,41341,41341,41341,41341,41341,41341,"",0,2020-12-09-20-18,2020-12-09-20-31,13
s.e7e2c133-d264-4327-b8fa-4d5f3d93df97.txt,23972,23972,23972,23972,23972,23972,23972,"",0,2021-03-16-20-42,2021-03-16-20-50,8
s.fff483fd-c38b-4a23-9895-60679a5bcd5f.txt,28401,28401,28401,28401,28401,28401,28401,"",0,2021-03-25-15-18,2021-03-25-15-25,7
s.c1963a55-e9a1-44f9-8496-233318e6c42a.txt,22352,22352,22352,22352,22352,22352,22352,"",0,2021-05-18-10-21,2021-05-18-10-26,5
s.ef4b7594-c7ac-430c-accf-a3e6678669b0.txt,26541,26541,26541,26541,26541,26541,26541,"",0,2021-03-16-17-56,2021-03-16-18-02,6
s.ea655c80-404e-4ef7-9db5-84fd53502e35.txt,22141,22141,22141,22141,22141,22141,22141,"",0,2021-05-18-17-49,2021-05-18-17-55,6
s.cd20cf03-ee7b-4d2e-ab4d-396fd2685580.txt,23582,23582,23582,23582,23582,23582,23582,"",0,2021-03-20-17-18,2021-03-20-17-24,6
s.b2578c73-d25a-4e70-8c8b-a3e85696bbd1.txt,24468,24468,24468,24468,24468,24468,24468,"",0,2020-12-16-19-59,2020-12-16-20-06,7
s.766109e4-16b8-421b-b75b-a3ae5ecd64a3.txt,39454,39454,39454,39454,39454,39454,39454,"",0,2021-03-15-18-18,2021-03-15-18-25,7
s.694f6325-9b41-4fec-8c83-d1e5c3f8c677.txt,21543,21543,21543,21543,21543,21543,21543,"",0,2020-12-19-14-44,2020-12-19-14-51,7
s.31ce4351-385a-40ff-a62f-8279636f4602.txt,35282,35282,35282,35282,35282,35282,35282,"",0,2021-03-18-17-29,2021-03-18-17-36,7
s.1ecd26a6-5c4b-45be-9c92-059821ad9e06.txt,26577,26577,26577,26577,26577,26577,26577,"",0,2021-03-18-10-25,2021-03-18-10-31,6
s.d5467c85-ca2d-4d86-a5fd-7535f9be20b4.txt,29460,29460,29460,29460,29460,29460,29460,"",0,2021-03-18-09-02,2021-03-18-09-09,7
s.dd71c63a-0764-4ef8-9ec3-83052b089869.txt,69311,69311,69311,69311,69311,69311,69311,"",0,2021-03-17-16-38,2021-03-17-16-54,16
s.136204ac-91d9-4700-92ed-b67f7ba1f1e4.txt,61510,61510,61510,61510,61510,61510,61510,"",0,2021-03-15-18-47,2021-03-15-18-55,8
s.83752ef5-46ab-4335-96fc-3ec409320240.txt,34359,34359,34359,34359,34359,34359,34359,"",0,2020-12-02-17-19,2020-12-02-17-29,10
s.52d92291-f51d-42da-b21c-3f5ad3ee53d8.txt,50598,50598,50598,50598,50598,50598,50598,"",0,2021-04-27-18-44,2021-04-27-18-50,6
s.711a2a6e-8993-460e-9836-e1b16d48d928.txt,26584,26584,26584,26584,26584,26584,26584,"",0,2021-03-16-15-55,2021-03-16-16-02,7
s.4ddf43b7-83e0-4863-8a71-bef931362d9c.txt,19881,19881,19881,19881,19881,19881,19881,"",0,2021-05-18-13-04,2021-05-18-13-08,4
s.b6e86953-bbdf-4f12-8804-96822ab4efaa.txt,38136,38136,38136,38136,38136,38136,38136,"",0,2021-03-17-16-16,2021-03-17-16-23,7
s.151be831-c82d-491f-bd81-24a71d4b8aea.txt,65166,65166,65166,65166,65166,65166,65166,"",0,2021-03-14-16-47,2021-03-14-16-56,9
s.b9874249-809a-499e-9e6c-c7d279b9b3f5.txt,26787,26787,26787,26787,26787,26787,26787,"",0,2021-03-15-19-07,2021-03-15-19-14,7
s.1ddba656-7546-44ec-82e0-a190605e9f5a.txt,18543,18543,18543,18543,18543,18543,18543,"",0,2021-01-21-21-23,2021-01-21-21-30,7
s.5d2c0b5c-6c51-4d4e-9ae7-b12b15e87562.txt,68751,68751,68751,68751,68751,68751,68751,"",0,2021-03-19-18-01,2021-03-19-18-10,9
s.16781083-79a2-4ef9-a685-35f5b85c900c.txt,28765,28765,28765,28765,28765,28765,28765,"",0,2021-03-16-19-26,2021-03-16-19-37,11
s.1b278282-e6e8-4b3b-9a6a-72b994e91309.txt,37536,37536,37536,37536,37536,37536,37536,"",0,2021-03-24-17-59,2021-03-24-18-07,8
s.2b3434e7-9f79-4c11-b6da-f3b02eea5567.txt,25854,25854,25854,25854,25854,25854,25854,"",0,2020-12-02-00-24,2020-12-02-00-30,6
s.d552ebb7-f67b-44e0-9208-d0f2a4c70c50.txt,49512,49512,49512,49512,49512,49512,49512,"",0,2021-03-24-21-02,2021-03-24-21-09,7
s.dd8d663c-f0f5-4396-8df9-5c8a98c2a288.txt,31362,31362,31362,31362,31362,31362,31362,"",0,2020-12-05-17-04,2020-12-05-17-12,8
s.71712235-c0a7-444d-b17a-00f44fa7b48b.txt,24086,24086,24086,24086,24086,24086,24086,"",0,2021-03-16-11-58,2021-03-16-12-03,5
s.5563c5f4-f25e-4e6f-ad87-fc953e5293cb.txt,17428,17428,17428,17428,17428,17428,17428,"",0,2021-03-05-22-53,2021-03-05-23-00,7
s.012babb3-d4ba-4f5e-8b85-18ccf8c34533.txt,33674,33674,33674,33674,33674,33674,33674,"",0,2021-03-16-14-27,2021-03-16-14-35,8
s.507c3388-27fd-4ca9-846a-0f609cb49ae5.txt,29679,29679,29679,29679,29679,29679,29679,"",0,2020-11-27-20-44,2020-11-27-20-49,5
s.a65b474f-4a82-41d6-9d6e-65076656adbc.txt,15893,15893,15893,15893,15893,15893,15893,"",0,2021-02-25-12-49,2021-02-25-12-56,7
s.d4d09c3e-2944-4070-9e78-27d07d50145d.txt,29824,29824,29824,29824,29824,29824,29824,"",0,2021-03-16-18-23,2021-03-16-18-31,8
s.57eaefce-eb6c-4614-82cb-8533ce366904.txt,30949,30949,30949,30949,30949,30949,30949,"",0,2021-03-22-09-09,2021-03-22-09-18,9
s.e8b641dd-fa57-4611-a805-8908f087c7e3.txt,25595,25595,25595,25595,25595,25595,25595,"",0,2021-02-12-19-15,2021-02-12-19-22,7
s.946323a6-53c6-4e44-8a95-afa02df40e76.txt,45413,45413,45413,45413,45413,45413,45413,"",0,2021-03-15-16-35,2021-03-15-16-41,6
s.7c6f08cb-abcc-4e2b-a54f-bbbe194bf817.txt,29592,29592,29592,29592,29592,29592,29592,"",0,2021-03-17-15-58,2021-03-17-16-04,6
s.723d95b0-562d-45e3-a865-e48b05ca8455.txt,57976,57976,57976,57976,57976,57976,57976,"",0,2021-03-15-19-17,2021-03-15-19-27,10
s.28bfbb83-9503-44bd-8f6a-bfa2b9881a4f.txt,21463,21463,21463,21463,21463,21463,21463,"",0,2021-03-15-20-35,2021-03-15-20-42,7
s.4088cba6-0cda-4eb2-bf8b-58de8b633f48.txt,29402,29402,29402,29402,29402,29402,29402,"",0,2021-03-18-15-33,2021-03-18-15-39,6
